,name,course_interest,date,financial_support_self,geo_flex,result,self_development
2211,Jedd Inggall,Engineering,27/11/2019,Yes,Yes,Pass,Yes
2212,Cherrita Wingate,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2213,Timmie Knudsen,Business,12/11/2019,Yes,Yes,Pass,Yes
2214,Tobias Whithorn,Data,06/11/2019,Yes,Yes,Pass,Yes
2215,Marketa Patton,Business,20/11/2019,No,Yes,Fail,Yes
2216,Say Kleinhausen,Business,05/11/2019,Yes,Yes,Pass,Yes
2217,Lyndsey Relph,Data,05/11/2019,Yes,Yes,Fail,Yes
2218,Peggy Earnshaw,Engineering,14/11/2019,Yes,Yes,Fail,Yes
2219,Amalea Harrell,Data,27/11/2019,Yes,Yes,Pass,Yes
2220,Hilton Vedstra,Business,05/11/2019,Yes,Yes,Pass,Yes
2221,Edvard Kerford,Engineering,07/11/2019,No,Yes,Fail,Yes
2222,Evita Gisby,Data,12/11/2019,Yes,No,Fail,Yes
2223,Kirsteni Loren,Engineering,12/11/2019,Yes,Yes,Pass,Yes
2224,Sigismundo Shellibeer,Business,19/11/2019,Yes,Yes,Pass,Yes
2225,Leicester Banker,Data,12/11/2019,Yes,Yes,Pass,Yes
2226,Robinett Mcphate,Business,28/11/2019,Yes,Yes,Pass,Yes
2227,Tallie Mortimer,Business,19/11/2019,Yes,Yes,Pass,Yes
2228,Emyle Byrth,Data,26/11/2019,Yes,Yes,Pass,Yes
2229,Kelli Twiddell,Engineering,12/11/2019,Yes,No,Fail,Yes
2230,Clementine Bradick,Engineering,27/11/2019,Yes,Yes,Pass,Yes
2231,Orton Vermer,Data,26/11/2019,Yes,Yes,Pass,Yes
2232,Burk Mackilpatrick,Data,19/11/2019,Yes,Yes,Pass,Yes
2233,Britni Hedditch,Engineering,20/11/2019,Yes,Yes,Pass,Yes
2234,Edin Bendle,Engineering,07/11/2019,Yes,Yes,Pass,Yes
2235,Jerrylee De Cruz,Data,26/11/2019,Yes,Yes,Pass,Yes
2236,Jessie Plampeyn,Engineering,05/11/2019,Yes,Yes,Fail,No
2237,Cristobal Furnival,Engineering,07/11/2019,No,No,Fail,Yes
2238,Brandi Fennessy,Engineering,13/11/2019,Yes,Yes,Fail,Yes
2239,Julie Elcy,Business,21/11/2019,Yes,Yes,Pass,Yes
2240,Karyn Huortic,Engineering,19/11/2019,Yes,Yes,Pass,Yes
2241,Adan Gremane,Data,07/11/2019,Yes,Yes,Pass,Yes
2242,Herrick Rixon,Data,20/11/2019,No,Yes,Fail,Yes
2243,Tabb Morgans,Business,14/11/2019,Yes,Yes,Pass,Yes
2244,Cirstoforo Kerslake,Business,05/11/2019,No,Yes,Fail,Yes
2245,Brittaney Roskruge,Business,26/11/2019,Yes,Yes,Pass,Yes
2246,Jesse Ten Broek,Data,05/11/2019,Yes,Yes,Pass,Yes
2247,Candace Seppey,Engineering,20/11/2019,Yes,Yes,Pass,Yes
2248,Clare Downey,Data,20/11/2019,No,No,Fail,Yes
2249,Carmita Chillistone,Engineering,19/11/2019,Yes,Yes,Fail,No
2250,Brenna Mcgroarty,Data,06/11/2019,Yes,Yes,Pass,Yes
2251,Trumann Carillo,Engineering,13/11/2019,Yes,Yes,Pass,Yes
2252,Oralie Mussolini,Engineering,07/11/2019,No,Yes,Fail,Yes
2253,Eunice Marguerite,Data,13/11/2019,Yes,Yes,Pass,Yes
2254,Reginauld Pedroli,Data,14/11/2019,Yes,Yes,Pass,Yes
2255,Reginauld Pedroli,Data,14/11/2019,Yes,Yes,Pass,Yes
2256,Cati Nucator,Data,13/11/2019,Yes,Yes,Pass,Yes
2257,Electra De Werk,Engineering,07/11/2019,Yes,Yes,Pass,Yes
2258,Ainsley Gogerty,Business,27/11/2019,No,Yes,Fail,Yes
2259,Frayda Crickmoor,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2260,Suzanna Dunstall,Business,28//11/2019,Yes,Yes,Fail,Yes
2261,Alastair Filipowicz,Business,27/11/2019,Yes,Yes,Pass,Yes
2262,Amble Dimitru,Business,07/11/2019,Yes,Yes,Pass,Yes
2263,Brander Vicent,Business,27/11/2019,Yes,Yes,Pass,Yes
2264,Michel Gouth,Data,05/11/2019,Yes,Yes,Fail,No
2265,Staci Furlow,Data,13/11/2019,Yes,Yes,Pass,Yes
2266,Hurleigh Segar,Business,13/11/2019,Yes,Yes,Pass,Yes
2267,Geneva Beldon,Business,27/11/2019,Yes,Yes,Pass,Yes
2268,Far Rapi,Engineering,13/11/2019,Yes,Yes,Pass,Yes
2269,Adams Lux,Data,27/11/2019,Yes,Yes,Fail,No
2270,Jonie Getley,Engineering,13/11/2019,Yes,Yes,Fail,No
2271,Gar Sill,Data,26/11/2019,Yes,Yes,Pass,Yes
2272,Adaline Warrender,Data,07/11/2019,Yes,Yes,Pass,Yes
2273,Ainslee Spurgin,Data,20/11/2019,Yes,Yes,Pass,Yes
2274,Tad Worsley,Data,14/11/2019,Yes,Yes,Pass,Yes
2275,Niven Cooling,Business,12/11/2019,No,Yes,Fail,Yes
2276,Delphinia Manie,Engineering,07/11/2019,Yes,Yes,Pass,Yes
2277,Lanny Willingham,Engineering,28/11/2019,Yes,Yes,Fail,No
2278,Anthiathia Broad,Engineering,12/11/2019,Yes,Yes,Pass,Yes
2279,Ernestus Crilley,Engineering,20/11/2019,Yes,Yes,Pass,Yes
2280,Jessalyn Prewett,Data,26/11/2019,Yes,Yes,Pass,Yes
2281,Lawton Howley,Engineering,19/11/2019,Yes,Yes,Pass,Yes
2282,Friedrick Yeates,Engineering,05/11/2019,Yes,Yes,Fail,Yes
2283,Alair Patey,Business,19/11/2019,Yes,Yes,Pass,Yes
2284,Susannah Bengough,Data,12/11/2019,Yes,Yes,Pass,Yes
2285,Iggie Haslum,Business,07/11/2019,Yes,Yes,Pass,Yes
2286,Jed Durram,Business,14/11/2019,Yes,Yes,Pass,Yes
2287,Olga Pykett,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2288,Ronica Martynikhin,Data,05/11/2019,Yes,Yes,Pass,Yes
2289,Milton Piers,Business,26/11/2019,Yes,Yes,Pass,Yes
2290,Johnath Tufts,Business,06/11/2019,Yes,Yes,Pass,Yes
2291,Robina Maccostye,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2292,Giacopo Kyndred,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2293,Cesare Baylay,Engineering,27/11/2019,Yes,Yes,Pass,Yes
2294,Rosmunda Brimicombe,Business,27/11/2019,Yes,Yes,Pass,Yes
2295,Luther Aimeric,Data,26/11/2019,Yes,Yes,Pass,Yes
2296,Anatole Burston,Engineering,12/11/2019,Yes,Yes,Pass,Yes
2297,Meridith Alonso,Engineering,06/11/2019,Yes,Yes,Fail,Yes
2298,Tatum Jeannet,Data,27/11/2019,Yes,Yes,Pass,Yes
2299,Augustus Clowney,Business,21/11/2019,No,Yes,Fail,No
2300,Christan Mityashin,Business,19/11/2019,Yes,Yes,Pass,Yes
2301,Veronica Petroff,Business,12/11/2019,Yes,Yes,Fail,No
2302,Shepherd Egalton,Engineering,07/11/2019,Yes,Yes,Fail,Yes
2303,Farlie Bukowski,Engineering,05/11/2019,Yes,No,Fail,Yes
2304,Irwinn Goaks,Business,19/11/2019,Yes,Yes,Fail,Yes
2305,Harriot Tolchard,Engineering,05/11/2019,Yes,Yes,Pass,Yes
2306,Morton Trump,Business,20/11/2019,Yes,Yes,Pass,Yes
2307,Leigh Ajean,Data,20/11/2019,Yes,Yes,Pass,Yes
2308,Arny Dobrowolny,Data,19/11/2019,Yes,Yes,Pass,Yes
2309,Elva Boldero,Engineering,05/11/2019,Yes,Yes,Pass,Yes
2310,Darill Drane,Business,27/11/2019,Yes,Yes,Pass,Yes
2311,Paulette Lundbeck,Business,26/11/2019,Yes,Yes,Pass,Yes
2312,Marja Morfield,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2313,Moira Rodenhurst,Engineering,07/11/2019,Yes,No,Fail,Yes
2314,Sollie Spindler,Engineering,27/11/2019,Yes,Yes,Pass,Yes
2315,Fredrick Giller,Data,05/11/2019,Yes,Yes,Pass,Yes
2316,Dixie O' Flaherty,Engineering,08/10/2019,Yes,Yes,Pass,Yes
2317,Sukey Benedicto,Engineering,29/10/2019,Yes,Yes,Pass,Yes
2318,Floria Keunemann,Data,23/10/2019,Yes,Yes,Pass,Yes
2319,Raffaello Byneth,Business,23/10/2019,Yes,Yes,Pass,Yes
2320,Adlai Ferns,Engineering,29/10/2019,Yes,Yes,Pass,Yes
2321,Any Shotbolt,Data,17/10/2019,Yes,No,Fail,Yes
2322,Korry Kenworth,Business,17/10/2019,Yes,Yes,Pass,Yes
2323,Curry Dunnan,Data,30/10/2019,Yes,Yes,Pass,Yes
2324,Chickie Dickens,Business,02/10/2019,No,Yes,Fail,Yes
2325,Morie Beer,Data,23/10/2019,Yes,Yes,Pass,Yes
2326,Vic Massot,Engineering,23/10/2019,Yes,Yes,Pass,Yes
2327,Ruby Batecok,Business,24/10/2019,Yes,Yes,Pass,Yes
2328,Mil Goodday,Business,08/10/2019,Yes,No,Fail,Yes
2329,Willabella Lanchberry,Business,30/10/2019,No,Yes,Fail,Yes
2330,Laurens Routham,Data,23/10/2019,Yes,Yes,Pass,Yes
2331,Luigi Methley,Engineering,22/10/2019,No,Yes,Fail,Yes
2332,Ashely Brittles,Engineering,17/10/2019,Yes,Yes,Pass,Yes
2333,Janna Wiffield,Business,31/10/2019,Yes,Yes,Fail,No
2334,Chancey Bitten,Data,15/10/2019,Yes,Yes,Pass,Yes
2335,Danella Leisk,Data,23/10/2019,Yes,Yes,Pass,Yes
2336,Augusta Gilfoy,Data,29/10/2019,Yes,Yes,Pass,Yes
2337,Noland Origin,Engineering,15/10/2019,Yes,Yes,Fail,Yes
2338,Kasey Mattacks,Engineering,30/10/2019,Yes,No,Fail,Yes
2339,Sammie Beams,Data,17/10/2019,Yes,Yes,Pass,Yes
2340,Clay Perillo,Data,16/10/2019,Yes,Yes,Pass,Yes
2341,Ramsey Divall,Business,10/10/2019,Yes,Yes,Pass,Yes
2342,Guilbert Leet,Business,02/10/2019,Yes,Yes,Pass,Yes
2343,Agnesse Beeken,Business,30/10/2019,Yes,Yes,Pass,Yes
2344,Agnesse Beeken,Business,30/10/2019,Yes,Yes,Pass,Yes
2345,Sam Mulvihill,Data,03/10/2019,Yes,Yes,Pass,Yes
2346,Adda Bromont,Business,17/10/2019,Yes,No,Fail,Yes
2347,Ferdy Dootson,Engineering,03/10/2019,Yes,Yes,Pass,Yes
2348,Tami Studdal,Data,29/10/2019,Yes,Yes,Fail,Yes
2349,Sydelle Russo,Data,02/10/2019,Yes,Yes,Pass,Yes
2350,Belia Murrigans,Data,03/10/2019,Yes,Yes,Pass,Yes
2351,Hendrika Macleod,Engineering,29/10/2019,No,Yes,Fail,No
2352,Evey Whiteland,Engineering,17/10/2019,Yes,Yes,Pass,Yes
2353,Ethan Brookwood,Engineering,08/10/2019,Yes,Yes,Pass,Yes
2354,Cathryn Leehane,Engineering,09/10/2019,Yes,Yes,Pass,Yes
2355,Carmelle Jado,Engineering,01/10/2019,Yes,Yes,Pass,Yes
2356,Margaretta Gedling,Business,16/10/2019,Yes,Yes,Pass,Yes
2357,Verine Pickring,Data,17/10/2019,Yes,No,Fail,No
2358,Fair Lucia,Engineering,31/10/2019,Yes,Yes,Pass,Yes
2359,Drucie Bianco,Data,10//10/2019,Yes,Yes,Pass,Yes
2360,Odell Dwire,Engineering,24/10/2019,No,Yes,Fail,Yes
2361,Powell Wank,Engineering,10/10/2019,Yes,Yes,Pass,Yes
2362,Homer Sebborn,Business,31/10/2019,Yes,Yes,Pass,Yes
2363,Tonye Hearl,Business,10/10/2019,Yes,Yes,Pass,Yes
2364,Sofia Cullivan,Engineering,22/10/2019,Yes,Yes,Pass,Yes
2365,Walt Kirkby,Business,17/10/2019,Yes,Yes,Pass,Yes
2366,Jens Tomaskunas,Data,23/10/2019,Yes,No,Fail,No
2367,Kathrine Sugar,Business,24/10/2019,Yes,Yes,Fail,Yes
2368,Ruttger Whitrod,Engineering,08/10/2019,Yes,Yes,Fail,No
2369,Haze Childes,Data,22/10/2019,Yes,Yes,Pass,Yes
2370,Wallache Soldi,Data,03/10/2019,No,Yes,Fail,No
2371,Lindon Mee,Data,23/10/2019,Yes,Yes,Pass,Yes
2372,Bear Birrane,Data,08/10/2019,Yes,Yes,Pass,Yes
2373,Cliff Knowlton,Data,10/10/2019,Yes,No,Fail,Yes
2374,Martita Hugle,Engineering,23/10/2019,Yes,Yes,Fail,No
2375,Claudia May,Business,01/10/2019,Yes,Yes,Pass,Yes
2376,Mic Wilshire,Engineering,30/10/2019,Yes,Yes,Pass,Yes
2377,Lew Bartlomieczak,Data,10/10/2019,Yes,Yes,Pass,Yes
2378,Correna Sutherel,Data,15/10/2019,Yes,No,Fail,Yes
2379,Bartholomeo Keatley,Data,10/10/2019,Yes,Yes,Pass,Yes
2380,Adel Kinrade,Data,10/10/2019,Yes,Yes,Pass,Yes
2381,Phillip Headech,Engineering,31/10/2019,Yes,Yes,Fail,Yes
2382,Rossie Caitlin,Business,09/10/2019,Yes,Yes,Pass,Yes
2383,Dina Mcgookin,Business,17/10/2019,Yes,Yes,Pass,Yes
2384,Lanie Romeuf,Business,24/10/2019,Yes,Yes,Fail,Yes
2385,Warner Harse,Data,08/10/2019,Yes,Yes,Pass,Yes
2386,Horace Scotford,Business,08/10/2019,Yes,Yes,Pass,Yes
2387,Patten Tinman,Engineering,17/10/2019,Yes,Yes,Pass,Yes
2388,Farlay Pitman,Business,24/10/2019,Yes,Yes,Pass,Yes
2389,Lanni Arrowsmith,Business,30/10/2019,No,Yes,Fail,Yes
2390,Deana Lynds,Engineering,16/10/2019,Yes,Yes,Pass,Yes
2391,Manuel Brownsword,Data,09/10/2019,Yes,Yes,Pass,Yes
2392,Rogerio Woollhead,Business,09/10/2019,Yes,Yes,Pass,Yes
2393,Nefen Wolton,Business,30/10/2019,Yes,Yes,Fail,Yes
2394,Kameko Wilmore,Data,23/10/2019,No,Yes,Fail,Yes
2395,Perla Haibel,Data,02/10/2019,Yes,No,Fail,Yes
2396,Parrnell Wroe,Engineering,10/10/2019,Yes,Yes,Fail,Yes
2397,Carrie Fitzhenry,Business,23/10/2019,No,Yes,Fail,Yes
2398,Stephi Duckering,Business,29/10/2019,Yes,Yes,Pass,Yes
2399,Casper Willcott,Business,31/10/2019,Yes,Yes,Pass,Yes
2400,Reuven Kneaphsey,Business,23/10/2019,Yes,Yes,Pass,Yes
2401,Alexis Adess,Business,10/10/2019,Yes,Yes,Fail,No
2402,Nelie Chate,Business,23/10/2019,No,Yes,Fail,Yes
2403,Hatty Kinner,Business,23/10/2019,Yes,Yes,Fail,Yes
2404,Chucho Kegan,Engineering,16/10/2019,Yes,Yes,Pass,Yes
2405,Pauly Rebbeck,Engineering,10/10/2019,Yes,Yes,Pass,Yes
2406,Malvin Penrith,Data,10/10/2019,Yes,Yes,Pass,Yes
2407,Nora Leyes,Engineering,23/10/2019,Yes,Yes,Pass,Yes
2408,Ginevra Kops,Engineering,01/10/2019,Yes,Yes,Pass,Yes
2409,Lambert Fortnon,Business,01/10/2019,Yes,Yes,Pass,Yes
2410,Kristian Girhard,Engineering,31/10/2019,Yes,Yes,Pass,Yes
2411,Elliot Chetwynd,Data,22/10/2019,Yes,Yes,Pass,Yes
2412,Fabio Cattemull,Business,17/10/2019,Yes,Yes,Pass,Yes
2413,Alasteir Cootes,Business,02/10/2019,Yes,Yes,Pass,Yes
2414,Marianna Casa,Business,31/10/2019,Yes,Yes,Pass,Yes
2415,Eugene Tomlinson,Business,08/10/2019,Yes,Yes,Pass,Yes
2416,Mariejeanne Seatter,Business,22/10/2019,No,Yes,Fail,Yes
2417,Eleni Alyukin,Data,22/10/2019,No,Yes,Fail,Yes
2418,Doretta Hallor,Engineering,15/10/2019,Yes,Yes,Pass,Yes
2419,Wallie Pecha,Data,10/10/2019,Yes,No,Fail,Yes
2420,Pru Bilbee,Business,08/10/2019,No,Yes,Fail,Yes
2421,Dudley Whiles,Engineering,17/10/2019,Yes,Yes,Pass,Yes
2422,Vaughan Borchardt,Data,29/10/2019,Yes,Yes,Fail,No
2423,Tabbatha Kullmann,Data,09/10/2019,Yes,Yes,Pass,Yes
2424,Teirtza Ghion,Data,17/10/2019,Yes,No,Fail,Yes
2425,Mary Darnbrough,Business,30/10/2019,Yes,Yes,Pass,Yes
2426,Maiga Griffin,Data,24/10/2019,Yes,Yes,Pass,Yes
2427,Far Lubeck,Data,01/10/2019,Yes,No,Fail,Yes
2428,Tamas Stendall,Engineering,03/10/2019,Yes,Yes,Pass,Yes
2429,Markos Orwin,Data,22/10/2019,Yes,Yes,Pass,Yes
2430,Tierney Twatt,Data,15/10/2019,No,Yes,Fail,Yes
2431,Noel Dabnot,Data,08/10/2019,Yes,Yes,Pass,Yes
2432,Kala Bock,Business,09/10/2019,Yes,Yes,Pass,Yes
2433,Audrye Knightley,Engineering,02/10/2019,Yes,Yes,Fail,Yes
2434,Ashley Woodvine,Engineering,29/10/2019,Yes,Yes,Pass,Yes
2435,Tiffany Laugherane,Engineering,24/10/2019,No,Yes,Fail,Yes
2436,Daphene Barkly,Data,30/10/2019,Yes,Yes,Fail,Yes
2437,Janna Houlaghan,Business,30/10/2019,No,Yes,Fail,Yes
2438,Florella Boays,Engineering,30/10/2019,Yes,Yes,Pass,Yes
2439,Karita Crissil,Data,24/10/2019,Yes,No,Fail,Yes
2440,Demetra Darmody,Engineering,29/10/2019,Yes,Yes,Fail,No
2441,Bobine Advani,Engineering,10/10/2019,Yes,Yes,Pass,Yes
2442,Lazarus Varley,Engineering,31/10/2019,Yes,Yes,Pass,Yes
2443,Gail Basso,Data,02/10/2019,Yes,Yes,Fail,Yes
2444,Nonnah Gentreau,Business,02/10/2019,Yes,No,Fail,Yes
2445,Toinette Hallut,Data,10/10/2019,No,Yes,Fail,Yes
2446,Emalia Naile,Business,29/10/2019,Yes,Yes,Pass,Yes
2447,Wileen Gartenfeld,Business,15/10/2019,Yes,No,Fail,Yes
2448,Lucas Duthie,Business,31/10/2019,Yes,Yes,Fail,Yes
2449,Gaston Kunc,Engineering,24/10/2019,Yes,Yes,Pass,Yes
2450,Abdel Shovel,Business,30/10/2019,Yes,Yes,Fail,No
2451,Ileane Margarson,Business,15/10/2019,Yes,Yes,Pass,Yes
2452,Thaxter Vanyushin,Business,24/10/2019,Yes,Yes,Pass,Yes
2453,Marquita Gatehouse,Data,09/10/2019,Yes,Yes,Pass,Yes
2454,Gordan Delgadillo,Data,03/10/2019,Yes,Yes,Pass,Yes
2455,Mateo Hanburry,Business,15/10/2019,Yes,Yes,Fail,No
2456,Joann Aspinwall,Data,01/10/2019,Yes,Yes,Pass,Yes
2457,Jordain Offen,Engineering,16/10/2019,Yes,Yes,Pass,Yes
2458,Barnie Jersh,Engineering,10/10/2019,Yes,Yes,Pass,Yes
2459,Ferdie Mullinger,Business,03/10/2019,Yes,No,Fail,Yes
2460,Gisela Andrea,Data,29/10/2019,Yes,Yes,Pass,Yes
2461,Decca Rayburn,Engineering,08/10/2019,Yes,No,Fail,Yes
2462,Antony Eckert,Business,02/10/2019,Yes,Yes,Pass,Yes
2463,Pryce Playden,Business,02/10/2019,Yes,Yes,Pass,Yes
2464,Vanny Grimsditch,Data,24/10/2019,Yes,Yes,Fail,Yes
2465,Blondy Docker,Data,02/10/2019,Yes,Yes,Fail,Yes
2466,Patrice Hawkshaw,Engineering,02/10/2019,Yes,Yes,Pass,Yes
2467,Sallyann Jacobi,Business,01/10/2019,Yes,No,Fail,Yes
2468,Jori Riseley,Engineering,24/10/2019,Yes,Yes,Pass,Yes
2469,Robbie Vizor,Engineering,29/10/2019,Yes,Yes,Pass,Yes
2470,Tory Aireton,Engineering,23/10/2019,Yes,Yes,Pass,Yes
2471,Kelly Coneybeer,Engineering,24/10/2019,Yes,Yes,Pass,Yes
2472,Tucky Henstridge,Data,17/10/2019,Yes,Yes,Pass,Yes
2473,Hale Severns,Data,31/10/2019,Yes,Yes,Pass,Yes
2474,Idalina Nesby,Engineering,08/10/2019,Yes,Yes,Pass,Yes
2475,Luisa Griffe,Business,30/10/2019,Yes,Yes,Pass,Yes
2476,Gibbie Creyke,Data,08/10/2019,Yes,Yes,Pass,Yes
2477,Agustin Boog,Engineering,01/10/2019,Yes,Yes,Pass,Yes
2478,Hogan Raffan,Business,15/10/2019,Yes,Yes,Fail,No
2479,Evelina Owens,Engineering,02/10/2019,Yes,Yes,Fail,No
2480,Fiann Parmeter,Data,01/10/2019,Yes,Yes,Pass,Yes
2481,Englebert Hedman,Data,16/10/2019,Yes,Yes,Fail,No
2482,Linette Gilhoolie,Business,01/10/2019,Yes,Yes,Pass,Yes
2483,Ame O'Keaveny,Business,22/10/2019,Yes,Yes,Fail,No
2484,Sheff Waleworke,Data,22/10/2019,Yes,Yes,Pass,Yes
2485,Leese Tuffey,Engineering,22/10/2019,Yes,Yes,Pass,Yes
2486,Almeda Jeppe,Engineering,24/10/2019,Yes,No,Fail,Yes
2487,Celesta Linturn,Engineering,23/10/2019,Yes,Yes,Pass,Yes
2488,Heddi Vernay,Engineering,22/10/2019,Yes,Yes,Fail,No
2489,Sandy Droogan,Data,17/10/2019,Yes,Yes,Pass,Yes
2490,Elvera Gorman,Engineering,16/10/2019,Yes,Yes,Pass,Yes
2491,Giselbert Scarborough,Engineering,22/10/2019,Yes,Yes,Fail,Yes
2492,Drucy Adolthine,Data,17/10/2019,Yes,Yes,Pass,Yes
2493,Nevile Clelle,Data,08/10/2019,Yes,Yes,Pass,Yes
2494,Jacklin Kupka,Engineering,09/10/2019,Yes,Yes,Pass,Yes
2495,Barrie Baumler,Business,22/10/2019,Yes,Yes,Pass,Yes
2496,Othilia Hutton,Data,22/10/2019,Yes,Yes,Pass,Yes
2497,Dyna Cristofano,Engineering,17/10/2019,Yes,No,Fail,Yes
2498,Creighton Estrella,Business,15/10/2019,Yes,Yes,Pass,Yes
2499,Kaycee Mattusevich,Data,30/10/2019,Yes,Yes,Pass,Yes
2500,Bryna Delle,Engineering,15/10/2019,Yes,Yes,Pass,Yes
2501,Rodrick Macnucator,Engineering,09/10/2019,Yes,No,Fail,Yes
2502,Arielle Donati,Engineering,30/10/2019,Yes,No,Fail,Yes
2503,Cristy Rutledge,Engineering,15/10/2019,Yes,Yes,Pass,Yes
2504,Amaleta Alred,Data,02/10/2019,Yes,Yes,Pass,Yes
2505,Daren Ouchterlony,Engineering,02/10/2019,Yes,Yes,Fail,Yes
2506,Hyacinth Meron,Business,17/10/2019,Yes,Yes,Pass,Yes
2507,Dru Pabel,Business,17/10/2019,Yes,Yes,Pass,Yes
2508,Di Simonich,Engineering,30/10/2019,Yes,Yes,Pass,Yes
2509,Annadiana Lumsden,Engineering,30/10/2019,No,Yes,Fail,Yes
2510,Justinian Luscott,Data,02/10/2019,Yes,Yes,Pass,Yes
2511,Otha Kimm,Business,29/10/2019,Yes,Yes,Pass,Yes
2512,Chico Headley,Business,29/10/2019,Yes,Yes,Fail,Yes
2513,Bren Tomei,Data,03/10/2019,Yes,Yes,Pass,Yes
2514,Izabel Masters,Engineering,03/10/2019,Yes,Yes,Fail,Yes
2515,Codi Kear,Business,15/10/2019,Yes,Yes,Pass,Yes
2516,Chrisy Kesey,Data,10/10/2019,Yes,Yes,Pass,Yes
2517,Michell Fishlock,Data,02/10/2019,Yes,Yes,Pass,Yes
2518,Madalyn Facey,Data,15/10/2019,Yes,Yes,Pass,Yes
2519,Engelbert Palatino,Engineering,16/10/2019,Yes,Yes,Pass,Yes
2520,Mariel Dei,Data,02/10/2019,Yes,No,Fail,Yes
2521,Odella Hurne,Business,02/10/2019,Yes,Yes,Pass,Yes
2522,Terza Girdwood,Business,22/10/2019,Yes,Yes,Fail,Yes
2523,Skyler Pendre,Data,08/10/2019,Yes,Yes,Fail,Yes
2524,Nial Ipsly,Engineering,23/10/2019,Yes,No,Fail,No
2525,Archambault Evanson,Data,31/10/2019,Yes,Yes,Pass,Yes
2526,Caren Puig,Business,16/10/2019,Yes,Yes,Pass,Yes
2527,Ashlin Shone,Business,03/10/2019,Yes,Yes,Pass,Yes
2528,Marmaduke Kiefer,Business,16/10/2019,Yes,Yes,Pass,Yes
2529,Lola Ebsworth,Business,30/10/2019,Yes,Yes,Fail,No
2530,Gabi Fice,Data,16/10/2019,Yes,Yes,Fail,No
2531,Heida Cossom,Business,03/10/2019,Yes,Yes,Pass,Yes
2532,Tildie Joselevitz,Business,22/10/2019,Yes,Yes,Fail,Yes
2533,Lorin Jozef,Engineering,17/10/2019,Yes,No,Fail,No
2534,Tiffi Reddlesden,Data,16/10/2019,Yes,Yes,Pass,Yes
2535,Nicola Lavall,Business,08/10/2019,Yes,Yes,Pass,Yes
2536,Mirabelle Tidder,Engineering,16/10/2019,Yes,Yes,Fail,Yes
2537,Oby Tomlin,Data,23/10/2019,Yes,Yes,Pass,Yes
2538,Ron Fincke,Business,08/10/2019,Yes,Yes,Pass,Yes
2539,Lorrin Tremblot,Engineering,29/10/2019,Yes,Yes,Pass,Yes
2540,Tymothy Titchard,Data,15/10/2019,Yes,Yes,Pass,Yes
2541,Yolane Lowsely,Business,31/10/2019,No,Yes,Fail,Yes
2542,Ammamaria Tassell,Business,10/10/2019,No,Yes,Fail,No
2543,Misty Pitt,Business,17//10/2019,Yes,Yes,Pass,Yes
2544,Vernor D'Almeida,Business,17/10/2019,Yes,Yes,Pass,Yes
2545,Brittan Mouat,Data,17/10/2019,Yes,Yes,Pass,Yes
2546,Pearla Durtnell,Data,01/10/2019,Yes,No,Fail,Yes
2547,Waylan Gors,Data,24/10/2019,Yes,Yes,Pass,Yes
2548,Cortney Rudeyeard,Engineering,02/10/2019,No,No,Fail,Yes
2549,Elita Foch,Data,16/10/2019,Yes,Yes,Pass,Yes
2550,Loralie Exroll,Engineering,10/10/2019,Yes,Yes,Pass,Yes
2551,Locke Lacelett,Engineering,15/10/2019,Yes,Yes,Pass,Yes
2552,Doralia Gapper,Business,09/10/2019,Yes,Yes,Pass,Yes
2553,Daren Windrum,Data,15/10/2019,No,Yes,Fail,Yes
2554,Den Roman,Engineering,17/10/2019,Yes,Yes,Pass,Yes
2555,Katleen Trunks,Business,02/10/2019,Yes,Yes,Pass,Yes
2556,Romy Nother,Business,24//10/2019,Yes,No,Fail,Yes
2557,Caria Trillow,Engineering,15/10/2019,No,Yes,Fail,Yes
2558,Gail Paffot,Business,02/10/2019,No,Yes,Fail,No
2559,Candie Senner,Data,01/10/2019,Yes,Yes,Pass,Yes
2560,Doe Eisold,Engineering,09/10/2019,Yes,Yes,Pass,Yes
2561,Judy Finders,Engineering,09/10/2019,Yes,Yes,Fail,No
2562,Ezequiel Cotsford,Engineering,17/10/2019,Yes,Yes,Fail,No
2563,Adel Cranmor,Data,08/10/2019,Yes,Yes,Pass,Yes
2564,Graehme Seamer,Business,30/10/2019,Yes,No,Fail,Yes
2565,Graehme Seamer,Business,30/10/2019,Yes,No,Fail,Yes
2566,Sadella Dufoure,Business,08/10/2019,No,Yes,Fail,No
2567,Hobard Gaynes,Data,10/10/2019,Yes,Yes,Fail,No
2568,Lelia Shingles,Business,23/10/2019,Yes,Yes,Pass,Yes
2569,Pier Spatig,Data,30/10/2019,Yes,Yes,Pass,Yes
2570,Clevie Bowsher,Business,10/10/2019,Yes,Yes,Pass,Yes
2571,Winona Carlaw,Data,16/10/2019,Yes,Yes,Pass,Yes
2572,Dulcine Duffil,Engineering,04/09/2019,Yes,Yes,Pass,Yes
2573,Sunshine Backshall,Data,24/09/2019,Yes,Yes,Pass,Yes
2574,Manon Clutterham,Data,11/09/2019,Yes,Yes,Pass,Yes
